Parent;Id;Sex;Birth date;Sire;Dam;Birth place;Location;Avg time between calves (years);Age on first calf (years);Offspring Count;;f;551
Dam;418;f;01.01.1971;wild;wild;UMFOLOZI;UMFOLOZI;0;8,9;1;;;
;589;m;11.12.1979;413;418;KINGS ISL;KINGS ISL;0;;;;;
Sire;420;m;31.12.1969;wild;wild;UMFOLOZI;UMFOLOZI;0,4;15,6;8;;;
;843;m;20.08.1985;420;157;SD-WAP;SD-WAP;0;;;;;
;862;m;06.07.1986;420;277;SD-WAP;SD-WAP;0;;;;;
;863;f;09.08.1986;420;154;SD-WAP;SD-WAP;0;;;;;
;864;m;23.09.1986;420;159;SD-WAP;SD-WAP;0;;;;;
;908;m;29.01.1987;420;157;SD-WAP;SD-WAP;0;;;;;
;925;f;26.01.1988;420;277;SD-WAP;SD-WAP;0;;;;;
;926;m;15.02.1988;420;147;SD-WAP;SD-WAP;0;;;;;
;929;f;04.08.1988;420;159;SD-WAP;SIGEAN;0;;;;;
Sire;459;m;01.01.1969;wild;wild;UMFOLOZI;UMFOLOZI;0;11,1;1;;;
;711;m;20.01.1980;459;461;TUNIS ZOO;TUNIS ZOO;0;;;;;
Dam;461;f;01.01.1972;wild;wild;UMFOLOZI;UMFOLOZI;0;8,1;1;;;
;711;m;20.01.1980;459;461;TUNIS ZOO;TUNIS ZOO;0;;;;;
Sire;491;m;01.01.1957;wild;wild;UMFOLOZI;UMFOLOZI;0,9;25,7;27;;;
;709;m;26.08.1982;491;496;HODENHAGN;HODENHAGN;0;;;;;
;779;h;13.08.1983;491;494;HODENHAGN;HODENHAGN;0;;;;;
;797;f;24.08.1984;491;496;HODENHAGN;HODENHAGN;0;;;;;
;836;f;08.08.1985;491;494;HODENHAGN;HODENHAGN;0;;;;;
;866;f;17.09.1986;491;496;HODENHAGN;HODENHAGN;0;;;;;
;905;m;29.11.1987;491;494;HODENHAGN;HODENHAGN;0;;;;;
;915;f;30.08.1988;491;496;HODENHAGN;HODENHAGN;0;;;;;
;944;m;10.09.1989;491;494;HODENHAGN;HODENHAGN;0;;;;;
;951;m;09.03.1990;491;496;HODENHAGN;HODENHAGN;0;;;;;
;969;m;13.08.1991;491;494;HODENHAGN;HODENHAGN;0;;;;;
;987;m;25.07.1992;491;496;HODENHAGN;CABARCENO;0;;;;;
;988;f;20.10.1992;491;915;HODENHAGN;CABARCENO;0;;;;;
;1004;m;13.09.1993;491;494;HODENHAGN;HODENHAGN;0;;;;;
;1043;f;01.11.1994;491;496;HODENHAGN;HODENHAGN;0;;;;;
;1147;m;22.07.1995;491;494;HODENHAGN;HODENHAGN;0;;;;;
;1125;f;16.10.1996;491;496;HODENHAGN;KESSINGLA;0;;;;;
;1157;f;23.12.1996;491;494;HODENHAGN;HODENHAGN;0;;;;;
;1220;f;26.09.1998;491;494;HODENHAGN;HODENHAGN;0;;;;;
;1221;m;05.11.1998;491;496;HODENHAGN;TABERNAS;0;;;;;
;1280;f;10.01.2000;491;1043;HODENHAGN;VESZPREM;0;;;;;
;1336;m;29.08.2000;491;496;HODENHAGN;HODENHAGN;0;;;;;
;1337;f;18.12.2000;491;496;HODENHAGN;HODENHAGN;0;;;;;
;1446;m;20.10.2002;491;496;HODENHAGN;NYIREGYHA;0;;;;;
;1447;f;31.12.2002;491;494;HODENHAGN;OSNABRUCK;0;;;;;
;1577;m;17.11.2004;491;494;HODENHAGN;HODENHAGN;0;;;;;
;1578;f;07.01.2005;491;496;HODENHAGN;OSNABRUCK;0;;;;;
;1595;m;30.08.2006;491;494;HODENHAGN;HODENHAGN;0;;;;;
Sire;492;m;01.01.1957;wild;wild;UMFOLOZI;UMFOLOZI;0;23,5;1;;;
;581;m;12.06.1980;492;496;HODENHAGN;HODENHAGN;0;;;;;
Dam;494;f;01.01.1969;wild;wild;UMFOLOZI;UMFOLOZI;2,3;9,9;13;;;
;493;m;13.11.1978;193;494;HODENHAGN;HODENHAGN;0;;;;;
;779;h;13.08.1983;491;494;HODENHAGN;HODENHAGN;0;;;;;
;836;f;08.08.1985;491;494;HODENHAGN;HODENHAGN;0;;;;;
;905;m;29.11.1987;491;494;HODENHAGN;HODENHAGN;0;;;;;
;944;m;10.09.1989;491;494;HODENHAGN;HODENHAGN;0;;;;;
;969;m;13.08.1991;491;494;HODENHAGN;HODENHAGN;0;;;;;
;1004;m;13.09.1993;491;494;HODENHAGN;HODENHAGN;0;;;;;
;1147;m;22.07.1995;491;494;HODENHAGN;HODENHAGN;0;;;;;
;1157;f;23.12.1996;491;494;HODENHAGN;HODENHAGN;0;;;;;
;1220;f;26.09.1998;491;494;HODENHAGN;HODENHAGN;0;;;;;
;1447;f;31.12.2002;491;494;HODENHAGN;OSNABRUCK;0;;;;;
;1577;m;17.11.2004;491;494;HODENHAGN;HODENHAGN;0;;;;;
;1595;m;30.08.2006;491;494;HODENHAGN;HODENHAGN;0;;;;;
Dam;495;f;01.01.1970;wild;wild;UMFOLOZI;UMFOLOZI;0;11,4;1;;;
;645;m;26.05.1981;193;495;GENK;GENK;0;;;;;
Dam;496;f;01.01.1969;wild;wild;UMFOLOZI;UMFOLOZI;1,9;11,5;14;;;
;581;m;12.06.1980;492;496;HODENHAGN;HODENHAGN;0;;;;;
;709;m;26.08.1982;491;496;HODENHAGN;HODENHAGN;0;;;;;
;797;f;24.08.1984;491;496;HODENHAGN;HODENHAGN;0;;;;;
;866;f;17.09.1986;491;496;HODENHAGN;HODENHAGN;0;;;;;
;915;f;30.08.1988;491;496;HODENHAGN;HODENHAGN;0;;;;;
;951;m;09.03.1990;491;496;HODENHAGN;HODENHAGN;0;;;;;
;987;m;25.07.1992;491;496;HODENHAGN;CABARCENO;0;;;;;
;1043;f;01.11.1994;491;496;HODENHAGN;HODENHAGN;0;;;;;
;1125;f;16.10.1996;491;496;HODENHAGN;KESSINGLA;0;;;;;
;1221;m;05.11.1998;491;496;HODENHAGN;TABERNAS;0;;;;;
;1336;m;29.08.2000;491;496;HODENHAGN;HODENHAGN;0;;;;;
;1337;f;18.12.2000;491;496;HODENHAGN;HODENHAGN;0;;;;;
;1446;m;20.10.2002;491;496;HODENHAGN;NYIREGYHA;0;;;;;
;1578;f;07.01.2005;491;496;HODENHAGN;OSNABRUCK;0;;;;;
Sire;532;m;19.12.1979;70;103;WHIPSNADE;WHIPSNADE;2,2;22,3;3;;;
;1406;f;19.03.2002;532;230;ARNHEM;TABERNAS;0;;;;;
;1456;?;02.10.2003;532;1208;ERFURT;ERFURT;0;;;;;
;1596;f;13.09.2006;532;1340;ARNHEM;LONGLEAT;0;;;;;
Dam;533;f;05.03.1979;390;391;JACKSONVL;JACKSONVL;0;9,1;1;;;
;927;m;21.03.1988;390;533;JACKSONVL;JACKSONVL;0;;;;;
Sire;559;m;01.01.1968;wild;wild;UMFOLOZI;UMFOLOZI;0;16,6;1;;;
;798;f;04.08.1984;559;563;W PALM BE;W PALM BE;0;;;;;
Dam;563;f;01.01.1966;wild;wild;UMFOLOZI;UMFOLOZI;0;18,6;1;;;
;798;f;04.08.1984;559;563;W PALM BE;W PALM BE;0;;;;;
Sire;618;m;01.03.1967;wild;wild;UMFOLOZI;UMFOLOZI;2,9;12,8;3;;;
;588;m;01.12.1979;618;620;KNOXVILLE;KNOXVILLE;0;;;;;
;676;m;31.12.1981;618;620;KNOXVILLE;SALZBURG;0;;;;;
;827;m;13.08.1985;618;620;KNOXVILLE;KNOXVILLE;0;;;;;
Dam;620;f;01.01.1966;wild;wild;UMFOLOZI;UMFOLOZI;2,9;13,9;3;;;
;588;m;01.12.1979;618;620;KNOXVILLE;KNOXVILLE;0;;;;;
;676;m;31.12.1981;618;620;KNOXVILLE;SALZBURG;0;;;;;
;827;m;13.08.1985;618;620;KNOXVILLE;KNOXVILLE;0;;;;;
Dam;915;f;30.08.1988;491;496;HODENHAGN;HODENHAGN;0;4,1;1;;;
;988;f;20.10.1992;491;915;HODENHAGN;CABARCENO;0;;;;;
Dam;943;f;11.07.1989;372;351;DVURKRALV;DVURKRALV;0;11,1;1;;;
;1305;f;29.07.2000;373;943;DVURKRALV;DVURKRALV;0;;;;;
Dam;989;f;25.08.1992;139;97;EDINBURGH;EDINBURGH;1,4;6,1;2;;;
;1196;m;16.09.1998;257;989;LISIEUX Z;LISIEUX Z;0;;;;;
;1284;m;16.02.2000;257;989;LISIEUX Z;AUGSBURG;0;;;;;
Sire;1004;m;13.09.1993;491;494;HODENHAGN;HODENHAGN;0,9;12,6;7;;;
;1590;f;01.04.2006;1004;1220;HODENHAGN;HODENHAGN;0;;;;;
;1592;f;22.05.2006;1004;1280;HODENHAGN;HODENHAGN;0;;;;;
;1628;f;17.12.2007;1004;1220;HODENHAGN;OSNABRUCK;0;;;;;
;1691;f;22.11.2008;1004;1280;HODENHAGN;VESZPREM;0;;;;;
;2021;f;30.08.2009;1004;1220;HODENHAGN;HODENHAGN;0;;;;;
;T109;f;21.02.2011;1004;1697;HODENHAGN;HODENHAGN;0;;;;;
;2022;m;27.09.2011;1004;1220;HODENHAGN;HODENHAGN;0;;;;;
Dam;1012;f;01.01.1984;wild;wild;HLUHLUWE;HLUHLUWE;1,9;11,1;2;;;
;1184;m;11.02.1995;11;1012;KOLMARDEN;KOLMARDEN;0;;;;;
;1170;m;15.01.1997;11;1012;KOLMARDEN;KOLMARDEN;0;;;;;
Dam;1028;f;17.09.1993;487;641;RAMAT GAN;RAMAT GAN;0;8,8;1;;;
;1437;m;07.07.2002;497;1028;RAMAT GAN;RAMAT GAN;0;;;;;
Dam;1043;f;01.11.1994;491;496;HODENHAGN;HODENHAGN;0;5,2;1;;;
;1280;f;10.01.2000;491;1043;HODENHAGN;VESZPREM;0;;;;;
Sire;1060;m;01.01.1992;wild;wild;NATAL SA;NATAL SA;2,2;9,3;3;;;
;1349;m;01.05.2001;1060;1175;BEWDLEY;BEWDLEY;0;;;;;
;1410;f;27.01.2002;1060;1147;BEWDLEY;BEWDLEY;0;;;;;
;1583;m;21.09.2005;1060;1175;BEWDLEY;BEWDLEY;0;;;;;
Sire;1147;m;22.07.1995;491;494;HODENHAGN;HODENHAGN;0;6,5;1;;;
;1410;f;27.01.2002;1060;1147;BEWDLEY;BEWDLEY;0;;;;;
Sire;1197;m;01.01.1971;wild;wild;S. AFRICAR;S. AFRICAR;2,9;23;2;;;
;1200;m;15.12.1993;1197;1198;SAFARI MA;SAFARI MA;0;;;;;
;1201;m;12.11.1996;1197;1198;SAFARI MA;SAFARI MA;0;;;;;
Dam;1198;f;01.01.1971;wild;wild;S. AFRICAR;S. AFRICAR;2,9;23;2;;;
;1200;m;15.12.1993;1197;1198;SAFARI MA;SAFARI MA;0;;;;;
;1201;m;12.11.1996;1197;1198;SAFARI MA;SAFARI MA;0;;;;;
Dam;1220;f;26.09.1998;491;494;HODENHAGN;HODENHAGN;1,8;7,5;4;;;
;1590;f;01.04.2006;1004;1220;HODENHAGN;HODENHAGN;0;;;;;
;1628;f;17.12.2007;1004;1220;HODENHAGN;OSNABRUCK;0;;;;;
;2021;f;30.08.2009;1004;1220;HODENHAGN;HODENHAGN;0;;;;;
;2022;m;27.09.2011;1004;1220;HODENHAGN;HODENHAGN;0;;;;;
Sire;1253;m;01.01.1980;wild;wild;S. AFRICAR;S. AFRICAR;1,2;16,3;2;;;
;1207;f;01.04.1996;1253;1257;SABLE RAN;ERFURT;0;;;;;
;1208;f;01.07.1997;1253;1254;SABLE RAN;ERFURT;0;;;;;
Dam;1254;f;01.01.1978;wild;wild;S. AFRICAR;S. AFRICAR;0;19,5;1;;;
;1208;f;01.07.1997;1253;1254;SABLE RAN;ERFURT;0;;;;;
Dam;1257;f;01.01.1978;wild;wild;S. AFRICAR;S. AFRICAR;0;18,3;1;;;
;1207;f;01.04.1996;1253;1257;SABLE RAN;ERFURT;0;;;;;
Sire;1487;m;01.01.1970;wild;;;;0;21,9;1;;;
;1486;m;01.12.1991;1487;1488;RIOLEORES;BIOPARCVA;0;;;;;
Dam;1488;f;01.01.1970;wild;;;;0;21,9;1;;;
;1486;m;01.12.1991;1487;1488;RIOLEORES;BIOPARCVA;0;;;;;
Dam;1697;f;01.01.2004;wild;wild;S. AFRICA;S. AFRICA;0;7,1;1;;;
;T109;f;21.02.2011;1004;1697;HODENHAGN;HODENHAGN;0;;;;;
;;;;;;;;;;;;;
;;;;;;;;;12,80223464;;;;
